temperature,humidity,light_level,hour_of_day,thermal_comfort,luminosity_comfort
18.52,43.0,393,20,neutral,too_bright
29.04,46.71,661,23,hot,too_bright
31.16,41.87,828,16,hot,too_bright
19.52,43.35,400,20,neutral,too_bright
10.67,39.52,579,7,cold,neutral
23.53,50.05,424,17,neutral,neutral
30.89,42.97,622,15,hot,too_bright
24.43,63.79,846,10,neutral,neutral
22.5,61.81,445,15,neutral,neutral
21.53,72.85,369,17,neutral,neutral
14.27,86.13,183,9,cold,too_dark
31.16,67.6,497,20,hot,too_bright
18.93,64.05,442,0,cold,too_bright
27.02,66.75,168,7,hot,too_dark
33.23,62.23,997,8,hot,too_bright
19.72,55.76,881,19,cold,neutral
23.2,56.26,286,12,neutral,too_dark
21.47,38.1,1000,22,neutral,too_bright
27.64,67.06,283,22,hot,too_bright
31.97,57.86,424,11,hot,neutral
14.23,77.99,134,17,cold,too_dark
31.1,70.64,644,5,hot,too_bright
30.29,43.17,497,2,hot,too_bright
7.79,72.84,251,11,cold,too_dark
26.14,20.0,339,7,neutral,too_dark
22.25,83.87,968,17,neutral,too_bright
10.03,32.47,674,12,cold,neutral
15.12,63.95,110,3,cold,neutral
22.03,63.57,155,10,neutral,too_dark
25.55,71.29,103,9,neutral,too_dark
15.22,51.66,264,0,neutral,too_bright
21.37,26.88,770,13,neutral,neutral
8.32,53.14,78,22,cold,neutral
18.43,51.23,255,21,cold,too_bright
18.14,22.06,0,21,neutral,neutral
27.9,56.14,647,21,hot,too_bright
23.96,43.56,852,22,neutral,too_bright
18.82,67.41,555,2,cold,too_bright
22.34,51.3,922,10,neutral,too_bright
14.7,87.54,690,13,cold,neutral
27.47,53.49,786,20,hot,too_bright
23.08,57.66,312,8,neutral,neutral
22.8,53.93,883,17,neutral,too_bright
14.71,30.89,649,18,cold,neutral
23.58,50.2,68,12,neutral,too_dark
12.39,66.48,104,5,cold,neutral
16.21,64.86,914,1,neutral,too_bright
31.81,49.01,293,10,hot,neutral
30.58,32.91,478,4,hot,too_bright
24.03,64.01,816,15,neutral,neutral
24.55,62.88,800,5,neutral,too_bright
33.53,67.05,37,21,hot,neutral
21.06,47.49,639,21,neutral,too_bright
29.97,28.84,987,20,hot,too_bright
19.89,61.11,356,15,neutral,neutral
15.89,52.27,559,2,cold,too_bright
13.19,78.24,273,23,cold,too_bright
26.78,57.04,688,1,hot,too_bright
13.19,52.38,122,13,cold,too_dark
28.39,58.72,556,19,hot,neutral
19.52,45.84,434,2,neutral,too_bright
19.25,42.68,693,11,neutral,neutral
25.05,53.05,524,11,neutral,neutral
24.31,41.33,1017,4,neutral,too_bright
30.65,52.17,1023,2,hot,too_bright
34.15,84.77,299,21,hot,too_bright
16.11,69.08,30,21,cold,neutral
28.67,59.76,500,2,hot,too_bright
23.98,80.84,544,6,neutral,too_bright
20.93,38.43,808,9,neutral,too_bright
24.45,93.01,532,4,hot,too_bright
24.81,45.74,573,1,neutral,too_bright
13.08,87.86,13,12,cold,too_dark
25.69,86.63,823,10,hot,neutral
36.03,30.27,338,19,hot,neutral
23.09,75.3,399,7,neutral,neutral
10.3,51.27,485,12,cold,neutral
14.34,47.23,93,7,cold,too_dark
31.07,58.13,498,0,hot,too_bright
23.4,40.17,347,17,neutral,neutral
8.88,63.76,254,17,cold,too_dark
28.78,38.06,234,15,hot,too_dark
11.91,58.86,50,0,cold,neutral
12.11,75.23,906,16,cold,too_bright
15.24,63.56,310,14,cold,neutral
17.34,48.78,917,10,cold,too_bright
24.68,63.48,812,14,hot,neutral
13.14,34.59,471,2,cold,too_bright
22.91,36.8,826,5,neutral,too_bright
10.26,47.84,223,3,cold,too_bright
21.87,66.98,197,10,neutral,too_dark
30.42,56.37,923,21,hot,too_bright
33.77,64.38,644,0,hot,too_bright
12.13,54.76,676,10,cold,neutral
16.88,43.34,905,6,cold,too_bright
28.67,78.76,16,22,hot,neutral
24.53,43.71,189,14,neutral,too_dark
15.06,61.37,975,5,cold,too_bright
23.01,55.05,151,6,neutral,neutral
12.08,63.56,456,13,cold,neutral
33.22,42.23,19,1,hot,neutral
23.89,70.89,297,1,neutral,neutral
6.25,75.8,164,16,cold,too_dark
13.88,71.67,284,19,cold,too_dark
24.18,56.68,867,17,neutral,too_bright
27.3,46.52,277,4,hot,neutral
21.62,95.0,854,20,hot,too_bright
16.36,43.01,951,5,cold,too_bright
21.14,68.8,529,21,neutral,too_bright
28.59,62.77,558,7,hot,neutral
18.85,57.13,345,11,cold,too_dark
18.62,56.29,708,22,cold,too_bright
28.77,45.71,805,9,hot,too_bright
16.88,61.15,890,16,cold,too_bright
24.06,60.98,192,14,neutral,too_dark
27.54,92.36,712,1,hot,too_bright
27.65,71.97,173,19,hot,too_dark
23.36,63.55,538,8,neutral,neutral
27.19,61.38,121,11,hot,too_dark
21.28,80.41,538,7,neutral,neutral
17.5,41.33,859,23,cold,too_bright
15.92,56.41,861,13,cold,too_bright
14.8,25.8,746,15,cold,neutral
13.89,64.04,584,12,cold,neutral
16.75,66.51,616,7,neutral,neutral
15.19,40.54,4,14,cold,too_dark
12.41,75.28,704,19,cold,neutral
32.3,43.7,689,2,hot,too_bright
28.2,54.76,138,3,hot,neutral
15.22,57.01,657,3,neutral,too_bright
19.29,75.78,409,22,neutral,too_bright
25.68,43.41,577,13,neutral,neutral
25.51,61.63,813,8,hot,neutral
25.46,67.97,280,4,neutral,too_bright
20.33,63.17,914,16,neutral,neutral
32.45,62.25,467,12,hot,neutral
17.51,64.64,525,15,neutral,neutral
22.92,46.3,54,17,neutral,too_dark
25.24,79.58,109,2,hot,neutral
24.87,52.22,275,16,neutral,too_dark
26.87,53.77,959,17,hot,too_bright
15.4,77.06,257,6,cold,too_bright
12.99,48.08,404,7,cold,neutral
17.0,58.23,895,14,cold,too_bright
17.86,42.32,340,9,neutral,neutral
18.27,92.94,881,22,cold,too_bright
13.54,90.46,118,2,cold,neutral
20.62,53.49,142,4,neutral,neutral
22.56,63.49,11,19,neutral,too_dark
27.43,58.25,109,16,neutral,too_dark
29.61,49.33,628,20,hot,too_bright
18.26,58.41,85,0,cold,neutral
19.64,55.43,668,3,neutral,too_bright
27.36,32.38,593,20,hot,too_bright
23.17,60.47,230,19,neutral,too_dark
19.41,52.83,6,19,neutral,too_dark
12.37,57.74,173,21,cold,neutral
27.21,54.7,112,5,hot,neutral
20.85,46.32,539,2,neutral,too_bright
22.05,69.15,923,7,neutral,too_bright
19.4,60.74,420,23,neutral,too_bright
17.31,78.98,628,12,cold,neutral
14.3,61.63,328,0,cold,too_bright
19.78,54.94,90,17,neutral,too_dark
16.72,63.83,219,20,cold,neutral
34.75,24.78,504,2,hot,too_bright
16.32,88.29,862,13,cold,too_bright
24.18,59.7,204,17,hot,too_dark
29.03,87.63,979,22,hot,too_bright
29.43,41.15,646,14,hot,neutral
30.82,37.45,362,8,hot,neutral
20.06,65.2,650,21,neutral,too_bright
18.92,57.09,710,8,neutral,neutral
18.69,57.67,727,15,cold,neutral
11.31,60.14,895,20,cold,too_bright
17.25,47.78,641,12,neutral,neutral
14.26,30.87,0,17,cold,too_dark
28.42,55.74,360,20,hot,too_bright
14.8,38.31,932,14,cold,too_bright
35.76,32.25,221,10,hot,too_dark
11.54,48.31,508,15,cold,neutral
27.42,61.65,515,9,hot,neutral
17.71,82.67,603,16,neutral,neutral
17.92,71.54,889,1,neutral,too_bright
21.59,76.54,560,1,neutral,too_bright
18.6,63.04,39,11,cold,too_dark
19.47,58.91,202,2,neutral,neutral
13.66,95.0,688,17,cold,neutral
20.81,34.6,737,4,neutral,too_bright
30.84,50.03,641,11,hot,neutral
20.75,49.95,735,4,neutral,too_bright
20.85,64.89,205,22,neutral,neutral
14.5,41.81,93,20,cold,neutral
13.59,68.6,969,0,cold,too_bright
28.03,67.38,594,9,hot,too_bright
16.17,63.4,773,22,cold,too_bright
19.66,60.61,983,11,neutral,too_bright
15.23,79.35,213,20,cold,too_bright
24.67,53.06,908,2,neutral,too_bright
35.53,60.09,366,10,hot,neutral
18.46,44.17,642,20,neutral,too_bright
14.69,39.63,379,4,cold,too_bright
13.81,78.92,172,0,cold,neutral
35.91,42.65,910,17,hot,too_bright
27.56,65.75,317,1,hot,neutral
16.06,63.32,20,7,cold,too_dark
28.63,72.99,95,19,hot,too_dark
21.61,31.01,985,21,neutral,too_bright
33.85,64.99,822,3,hot,too_bright
35.07,54.03,694,11,hot,neutral
20.14,46.48,791,19,neutral,neutral
18.64,50.48,660,9,cold,neutral
27.24,68.89,933,8,hot,too_bright
20.84,64.48,86,13,neutral,too_dark
18.03,52.49,49,18,cold,too_dark
26.39,39.74,696,0,hot,too_bright
24.18,42.03,983,1,neutral,too_bright
22.94,68.94,581,2,neutral,too_bright
24.48,32.71,1000,8,neutral,too_bright
15.75,51.35,365,6,cold,too_bright
23.91,95.0,652,11,hot,neutral
21.65,64.49,568,7,neutral,neutral
25.16,64.2,891,15,hot,neutral
14.4,39.45,636,7,cold,neutral
28.79,34.33,447,20,hot,too_bright
28.08,67.49,269,7,hot,neutral
13.9,49.48,336,5,cold,too_bright
25.65,72.97,57,20,neutral,neutral
15.87,54.72,145,15,cold,too_dark
18.65,95.0,512,1,cold,too_bright
30.38,54.11,39,3,hot,neutral
22.49,60.98,483,1,neutral,too_bright
26.01,47.36,20,19,hot,too_dark
25.95,75.0,152,15,hot,too_dark
23.43,59.84,701,22,neutral,too_bright
13.36,42.81,66,7,cold,too_dark
21.65,49.15,339,1,neutral,too_bright
28.93,76.49,276,11,hot,too_dark
13.57,71.51,48,1,cold,neutral
28.3,32.14,170,3,hot,neutral
28.41,47.8,122,18,hot,too_dark
24.48,82.73,108,9,neutral,too_dark
24.74,54.07,692,21,neutral,too_bright
29.6,57.18,131,12,hot,too_dark
22.89,72.2,951,15,neutral,too_bright
23.64,38.79,490,20,neutral,too_bright
9.82,42.95,358,11,cold,neutral
18.64,51.51,917,7,neutral,too_bright
29.55,75.25,786,18,hot,too_bright
16.35,68.93,458,19,cold,neutral
25.0,69.2,982,7,neutral,too_bright
30.53,52.02,541,19,hot,neutral
20.78,76.55,756,23,neutral,too_bright
21.3,55.75,1023,4,neutral,too_bright
17.35,66.28,761,20,neutral,too_bright
26.6,71.38,558,2,hot,too_bright
31.49,81.95,598,21,hot,too_bright
29.36,54.08,686,21,hot,too_bright
15.23,49.18,983,20,cold,too_bright
28.39,79.43,718,8,hot,neutral
21.48,77.28,312,22,neutral,too_bright
23.86,46.12,28,13,neutral,too_dark
21.46,40.96,774,1,neutral,too_bright
10.71,75.47,524,20,cold,too_bright
15.01,31.22,411,21,cold,too_bright
23.02,29.31,971,7,neutral,too_bright
23.88,53.95,153,5,neutral,neutral
30.17,58.43,86,13,hot,too_dark
9.6,39.75,793,8,cold,too_bright
22.2,58.47,999,15,neutral,too_bright
20.81,57.43,890,8,neutral,too_bright
13.34,48.75,887,5,cold,too_bright
24.05,84.23,870,5,neutral,too_bright
11.46,58.9,673,15,cold,neutral
27.49,74.18,950,10,hot,too_bright
20.15,31.1,349,0,neutral,neutral
22.55,29.23,760,12,neutral,neutral
17.22,64.52,73,18,cold,too_dark
25.28,79.33,549,3,neutral,too_bright
10.73,39.07,287,5,cold,neutral
28.43,54.96,948,8,hot,too_bright
20.55,35.03,450,22,neutral,too_bright
26.48,48.67,212,8,hot,too_dark
30.06,57.69,547,20,hot,too_bright
24.72,48.33,59,16,neutral,too_dark
24.01,37.0,142,23,hot,too_bright
27.61,33.79,439,13,hot,neutral
21.27,28.86,597,7,neutral,neutral
35.55,62.9,613,17,hot,neutral
20.08,65.47,54,2,neutral,neutral
15.52,62.44,669,18,cold,neutral
31.42,42.25,42,5,hot,neutral
20.59,70.07,838,16,neutral,too_bright
32.02,67.86,0,13,hot,too_dark
16.84,54.03,37,5,neutral,neutral
18.1,56.71,554,11,cold,neutral
11.19,45.94,843,12,cold,too_bright
18.58,57.63,811,18,cold,neutral
20.08,78.77,594,11,neutral,neutral
31.78,72.05,207,1,hot,too_bright
23.39,49.9,981,1,neutral,too_bright
30.46,64.41,0,15,hot,too_dark
11.56,38.45,367,21,cold,too_bright
17.17,69.84,782,10,cold,neutral
32.28,41.67,669,2,hot,too_bright
26.91,65.11,838,4,hot,too_bright
13.21,95.0,766,23,cold,too_bright
15.9,50.19,970,16,cold,too_bright
22.24,95.0,536,0,neutral,too_bright
25.96,62.55,846,6,neutral,too_bright
19.73,44.38,151,17,neutral,too_dark
10.52,40.81,221,15,cold,too_dark
15.16,95.0,34,6,cold,neutral
23.46,60.53,250,16,neutral,too_dark
15.43,46.57,78,21,cold,neutral
7.64,55.32,834,21,cold,too_bright
15.8,60.71,525,19,cold,neutral
22.3,55.16,427,8,neutral,neutral
14.76,59.5,635,0,cold,too_bright
21.86,81.5,381,9,neutral,neutral
28.73,40.24,540,0,hot,too_bright
26.51,63.83,30,13,hot,too_dark
16.69,48.6,766,14,cold,neutral
33.09,47.45,930,8,hot,too_bright
15.66,71.21,47,3,cold,neutral
22.07,33.47,71,12,neutral,too_dark
32.35,20.0,129,0,hot,neutral
11.97,56.64,629,6,cold,too_bright
9.39,52.44,782,23,cold,too_bright
29.13,38.24,832,21,hot,too_bright
14.61,29.26,838,15,cold,too_bright
22.94,85.27,583,8,neutral,neutral
11.05,59.88,754,0,cold,too_bright
19.29,54.71,288,15,cold,too_dark
16.17,85.93,763,11,cold,neutral
15.18,72.92,199,17,cold,too_dark
31.57,78.43,998,3,hot,too_bright
14.34,38.05,38,19,cold,too_dark
31.98,37.42,980,19,hot,too_bright
14.76,64.81,488,10,cold,neutral
28.32,56.53,700,0,hot,too_bright
21.6,69.7,164,11,neutral,too_dark
15.5,30.77,306,8,cold,too_dark
12.41,63.71,865,18,cold,too_bright
27.07,68.55,73,5,hot,neutral
17.91,68.19,149,0,cold,neutral
15.11,46.79,616,23,cold,too_bright
22.51,60.33,823,5,hot,too_bright
13.25,43.37,425,1,cold,too_bright
15.03,46.79,109,20,cold,neutral
28.3,38.34,168,17,hot,too_dark
19.93,42.29,897,6,neutral,too_bright
19.45,51.34,257,11,neutral,too_dark
13.54,52.41,564,16,cold,neutral
22.7,41.65,940,19,neutral,too_bright
28.34,36.32,423,8,hot,neutral
26.27,84.86,34,5,hot,neutral
26.15,48.61,840,0,hot,too_bright
22.86,59.52,845,20,neutral,too_bright
22.15,31.5,601,19,neutral,neutral
16.24,76.74,914,22,cold,too_bright
27.51,58.91,817,17,neutral,too_bright
17.13,45.51,697,5,neutral,too_bright
24.91,48.67,342,5,neutral,too_bright
29.4,67.02,66,5,hot,neutral
13.15,20.0,750,10,cold,neutral
25.65,41.38,845,23,hot,too_bright
21.38,53.1,730,16,neutral,neutral
20.0,53.95,674,10,neutral,too_bright
31.22,94.54,706,17,hot,neutral
33.95,51.81,271,20,hot,too_bright
26.86,70.44,83,9,neutral,too_dark
23.29,82.29,649,20,hot,too_bright
19.99,64.41,977,0,neutral,too_bright
19.39,44.4,144,7,neutral,too_dark
12.15,34.17,85,4,cold,too_bright
23.13,65.32,727,4,neutral,too_bright
26.62,80.38,451,4,hot,too_bright
22.92,66.27,920,8,hot,too_bright
21.42,73.2,500,17,neutral,neutral
7.14,92.26,501,14,cold,neutral
28.68,69.5,28,10,hot,too_dark
13.0,34.49,976,11,cold,too_bright
32.5,57.85,355,4,hot,too_bright
15.77,72.69,441,17,cold,neutral
22.41,52.58,659,18,neutral,neutral
18.06,76.63,885,13,neutral,too_bright
22.25,54.64,762,19,neutral,neutral
27.24,64.18,850,19,hot,too_bright
27.08,48.06,76,19,neutral,too_dark
22.26,55.39,66,2,neutral,neutral
20.97,58.34,879,2,neutral,too_bright
21.89,33.92,934,10,neutral,too_bright
14.11,48.73,618,1,cold,too_bright
25.79,36.59,920,0,neutral,too_bright
28.87,49.23,302,3,hot,too_bright
28.01,41.06,338,2,hot,too_bright
28.5,70.54,193,7,neutral,too_dark
18.32,69.57,799,7,cold,neutral
16.77,66.05,658,19,cold,neutral
21.44,37.58,210,21,neutral,neutral
22.93,50.88,1019,4,neutral,too_bright
26.01,34.23,12,9,hot,too_dark
17.34,53.85,780,12,cold,neutral
15.49,62.75,220,6,cold,too_bright
32.68,67.72,789,7,hot,neutral
17.39,61.17,473,16,cold,neutral
15.29,74.57,221,10,cold,too_dark
15.04,60.97,93,16,cold,too_dark
22.71,51.96,690,1,neutral,too_bright
29.43,73.03,164,11,hot,too_dark
11.89,67.24,478,7,cold,neutral
28.85,48.62,949,6,hot,too_bright
20.77,58.47,893,11,cold,too_bright
12.78,53.81,516,7,cold,neutral
19.22,27.59,689,18,neutral,neutral
18.91,63.02,861,4,cold,too_bright
24.34,32.11,606,21,neutral,too_bright
30.66,61.33,184,8,hot,too_dark
25.16,30.33,839,12,neutral,too_bright
22.04,45.11,126,4,neutral,neutral
30.01,45.59,526,22,hot,too_bright
29.55,73.57,806,15,hot,too_bright
15.06,46.29,595,18,cold,neutral
30.24,37.32,363,21,hot,too_bright
16.53,61.65,401,23,cold,too_bright
18.75,51.64,475,6,cold,too_bright
22.58,66.45,765,7,neutral,neutral
24.4,41.3,946,5,neutral,too_bright
29.93,61.97,818,12,hot,too_bright
31.55,92.59,286,21,hot,too_bright
30.79,47.8,116,17,hot,too_dark
25.55,54.68,521,13,neutral,neutral
15.08,30.22,871,11,cold,too_bright
13.02,44.26,623,17,cold,neutral
23.65,62.17,342,11,neutral,neutral
33.41,51.07,126,21,hot,neutral
14.81,64.1,230,13,cold,too_dark
29.5,63.3,674,15,hot,neutral
19.36,36.46,715,16,cold,neutral
32.23,68.19,483,17,hot,neutral
16.5,37.26,350,11,cold,neutral
16.24,40.44,134,9,cold,too_dark
31.54,59.34,1009,9,hot,too_bright
23.96,77.94,465,22,hot,too_bright
32.37,40.26,838,2,hot,too_bright
11.06,57.86,463,16,cold,neutral
26.79,57.9,585,23,neutral,too_bright
31.7,67.7,602,1,hot,too_bright
35.71,72.83,388,14,hot,neutral
14.09,49.32,982,14,cold,too_bright
21.28,72.84,478,8,hot,neutral
25.47,78.75,812,2,neutral,too_bright
26.37,81.72,918,16,hot,too_bright
31.72,61.5,385,12,hot,neutral
17.38,56.44,234,18,cold,too_dark
23.17,48.78,1019,2,neutral,too_bright
19.96,32.71,832,22,neutral,too_bright
10.42,47.33,816,15,cold,too_bright
8.93,58.93,974,10,cold,too_bright
27.11,54.99,41,10,neutral,too_dark
24.09,66.26,958,22,hot,too_bright
17.1,35.88,153,13,cold,too_dark
14.46,52.65,136,13,cold,too_dark
33.52,85.44,233,15,hot,too_dark
20.36,71.95,101,7,neutral,too_dark
15.54,61.81,108,6,cold,too_bright
25.26,60.16,125,18,hot,too_dark
13.64,49.4,548,7,cold,neutral
13.06,30.53,377,0,cold,too_bright
30.97,60.78,371,11,hot,neutral
27.63,20.0,159,0,neutral,neutral
15.43,49.25,988,13,cold,too_bright
19.49,55.88,338,15,neutral,neutral
23.95,48.16,492,22,neutral,too_bright
14.72,84.67,126,14,cold,too_dark
25.87,79.86,202,8,hot,too_dark
25.56,70.77,241,15,hot,too_dark
16.97,41.46,1003,14,cold,too_bright
12.62,83.88,179,17,cold,too_dark
28.62,63.34,521,22,hot,too_bright
17.85,42.45,523,2,cold,too_bright
14.34,56.23,86,17,cold,too_dark
26.31,70.05,380,19,hot,neutral
23.28,46.76,106,7,neutral,too_dark
15.37,60.3,182,9,cold,too_dark
9.14,57.7,675,9,cold,neutral
28.87,37.65,573,8,hot,neutral
28.34,50.28,509,21,hot,too_bright
15.4,42.13,217,7,cold,too_dark
18.02,67.28,617,10,neutral,neutral
14.34,39.79,883,14,cold,too_bright
25.58,59.17,856,6,hot,too_bright
28.32,34.36,170,16,hot,too_dark
20.82,40.39,704,12,neutral,neutral
18.08,36.51,238,4,neutral,too_bright
26.38,49.28,875,4,neutral,too_bright
32.11,55.89,486,0,hot,too_bright
11.67,59.78,799,13,cold,neutral
18.1,33.54,547,19,neutral,neutral
23.21,53.24,651,23,neutral,too_bright
19.32,44.94,939,15,neutral,too_bright
17.28,63.01,182,23,cold,neutral
13.58,51.26,960,23,cold,too_bright
14.35,55.36,517,14,cold,neutral
19.66,44.95,162,9,neutral,too_dark
31.38,81.57,460,21,hot,too_bright
28.49,35.78,51,15,hot,too_dark
27.19,48.3,574,19,hot,neutral
24.16,57.46,505,5,neutral,too_bright
32.65,51.4,421,22,hot,too_bright
22.7,47.81,439,10,neutral,neutral
13.3,29.93,626,20,cold,too_bright
22.61,43.28,829,9,neutral,too_bright
24.81,38.27,425,21,hot,too_bright
15.46,79.39,24,16,cold,too_dark
17.06,86.8,580,5,neutral,too_bright
25.01,53.32,981,3,hot,too_bright
17.31,31.99,368,3,cold,too_bright
35.78,65.42,147,8,hot,too_dark
14.07,39.65,909,1,cold,too_bright
28.92,47.06,417,13,hot,neutral
12.27,45.15,361,15,cold,neutral
17.05,45.69,304,17,cold,too_dark
27.39,52.11,746,22,hot,too_bright
31.99,36.1,114,19,hot,too_dark
17.83,43.38,583,23,cold,too_bright
35.62,68.53,351,14,hot,neutral
13.12,51.56,414,20,cold,too_bright
30.05,53.8,237,18,hot,too_dark
20.25,23.61,852,19,neutral,too_bright
18.99,71.1,459,9,neutral,neutral
29.58,43.55,940,12,hot,too_bright
33.61,74.59,844,21,hot,too_bright
29.72,58.55,798,10,hot,neutral
15.78,46.98,501,14,cold,neutral
20.31,31.56,959,15,neutral,too_bright
14.36,88.86,591,4,cold,too_bright
25.95,67.36,446,0,hot,too_bright
15.71,67.47,348,16,neutral,neutral
33.83,82.07,920,19,hot,too_bright
24.61,55.15,256,13,neutral,neutral
14.87,73.68,877,15,cold,neutral
32.83,51.42,252,1,hot,too_bright
11.55,64.41,816,4,cold,too_bright
28.51,41.85,280,17,hot,too_dark
8.92,49.25,896,15,cold,neutral
19.45,56.95,852,4,neutral,too_bright
30.07,36.6,729,14,hot,neutral
26.47,59.63,1023,0,neutral,too_bright
34.06,52.14,500,18,hot,neutral
10.14,28.25,873,0,cold,too_bright
19.52,47.09,571,20,neutral,too_bright
23.59,51.09,28,5,neutral,neutral
23.88,70.03,414,6,neutral,too_bright
25.21,58.12,11,22,neutral,neutral
31.33,79.73,705,19,hot,neutral
23.8,65.03,150,8,hot,too_dark
24.62,44.21,339,4,hot,too_bright
17.73,57.31,891,2,cold,too_bright
22.92,47.4,751,9,neutral,neutral
27.71,60.94,352,13,hot,neutral
19.47,57.26,529,11,neutral,neutral
24.13,47.65,597,21,neutral,too_bright
23.96,55.33,356,19,neutral,neutral
20.65,60.66,739,6,neutral,too_bright
22.91,39.38,134,21,neutral,neutral
23.02,59.0,428,11,neutral,neutral
29.21,33.0,261,0,hot,too_bright
31.86,70.77,651,20,hot,too_bright
21.27,61.6,670,17,neutral,too_bright
18.73,76.48,834,8,cold,too_bright
16.29,37.06,363,21,cold,too_bright
27.97,71.77,213,21,hot,neutral
25.51,66.78,15,22,hot,neutral
23.69,48.78,847,21,hot,too_bright
14.1,51.31,328,6,cold,too_bright
12.1,36.72,767,13,cold,neutral
21.13,32.19,397,4,neutral,too_bright
28.38,46.87,350,16,hot,neutral
18.69,37.86,270,11,neutral,too_dark
11.66,80.99,802,21,cold,too_bright
36.79,33.48,270,21,hot,too_bright
20.49,59.86,346,7,neutral,neutral
16.74,63.3,713,7,neutral,neutral
15.6,59.67,491,0,cold,too_bright
28.98,59.55,769,12,hot,neutral
18.47,66.63,66,9,neutral,too_dark
31.24,48.03,978,23,hot,too_bright
27.79,54.11,230,19,hot,too_dark
29.11,49.0,133,10,hot,too_dark
33.16,74.23,134,13,hot,too_dark
7.78,89.29,310,15,cold,neutral
20.51,34.07,423,21,neutral,too_bright
31.27,24.59,96,23,hot,neutral
32.33,61.03,617,10,hot,neutral
33.53,69.94,629,8,hot,neutral
25.9,86.21,808,17,hot,neutral
23.34,64.37,0,6,neutral,neutral
10.63,75.41,90,3,cold,neutral
28.67,80.18,212,6,hot,too_bright
19.54,78.37,481,7,neutral,neutral
26.55,67.12,570,14,hot,neutral
32.84,38.29,202,17,hot,too_dark
18.69,53.98,400,3,neutral,too_bright
26.99,60.47,549,1,hot,too_bright
29.05,53.12,550,3,hot,too_bright
10.73,55.91,537,21,cold,too_bright
21.41,82.56,666,6,neutral,too_bright
27.55,43.09,785,12,neutral,neutral
17.32,66.95,893,12,neutral,neutral
19.81,58.88,1016,6,neutral,too_bright
17.37,40.97,367,20,cold,too_bright
10.0,37.45,296,1,cold,too_bright
21.24,29.44,271,12,neutral,too_dark
29.48,60.73,311,9,hot,too_dark
17.77,52.56,583,18,cold,neutral
27.97,36.28,580,4,hot,too_bright
24.2,29.63,63,22,neutral,neutral
20.11,64.78,1000,19,neutral,too_bright
31.17,53.69,2,17,hot,too_dark
28.89,42.55,439,11,hot,neutral
19.37,38.01,448,15,neutral,neutral
23.7,48.29,400,4,neutral,too_bright
9.6,63.33,258,0,cold,too_bright
30.29,52.58,542,17,hot,neutral
11.83,37.5,0,10,cold,too_dark
20.19,55.84,752,8,neutral,neutral
20.27,71.57,752,6,neutral,too_bright
26.09,54.06,799,14,neutral,neutral
21.27,58.05,830,12,neutral,neutral
26.77,52.01,892,16,neutral,too_bright
16.21,39.67,173,22,cold,neutral
21.09,42.77,864,20,neutral,too_bright
30.49,29.78,584,7,hot,neutral
20.15,72.2,154,5,neutral,neutral
21.77,62.72,1023,3,neutral,too_bright
17.81,56.96,841,13,neutral,neutral
24.96,61.21,235,19,hot,too_dark
15.5,58.39,886,6,cold,too_bright
24.16,45.11,732,23,neutral,too_bright
11.68,47.8,456,10,cold,neutral
20.56,47.53,202,18,neutral,too_dark
13.93,92.45,799,7,cold,too_bright
28.82,72.24,963,3,hot,too_bright
28.1,57.54,210,12,hot,too_dark
17.22,74.97,0,13,neutral,too_dark
20.38,76.45,224,11,neutral,too_dark
16.31,33.43,287,9,cold,too_dark
20.48,50.71,372,15,neutral,neutral
19.19,51.0,1013,15,neutral,too_bright
22.48,63.74,974,3,hot,too_bright
30.83,49.76,638,16,hot,neutral
15.23,53.02,243,7,cold,too_dark
20.5,48.56,246,19,neutral,too_dark
21.11,68.56,90,11,neutral,too_dark
27.81,31.7,805,5,neutral,too_bright
20.69,45.39,203,4,neutral,too_bright
12.85,26.33,898,23,cold,too_bright
24.77,37.67,640,17,neutral,neutral
16.83,64.05,479,5,cold,too_bright
14.87,63.05,1001,12,cold,too_bright
31.12,52.99,182,2,hot,neutral
24.41,69.27,482,20,neutral,too_bright
32.08,74.96,331,19,hot,too_dark
22.23,51.56,216,19,neutral,too_dark
31.57,62.44,954,11,hot,too_bright
28.3,49.87,593,3,neutral,too_bright
14.15,62.3,153,11,cold,too_dark
24.17,37.83,106,12,neutral,too_dark
12.45,78.97,300,7,cold,neutral
28.52,71.83,824,9,hot,too_bright
20.8,36.66,154,1,neutral,neutral
20.35,44.64,781,12,neutral,too_bright
28.0,63.29,154,4,hot,neutral
20.92,49.97,345,20,neutral,too_bright
20.21,62.72,549,18,neutral,neutral
23.69,43.14,85,14,neutral,too_dark
31.32,81.0,427,5,hot,too_bright
30.97,53.81,248,16,hot,too_dark
21.15,91.51,54,23,neutral,neutral
20.53,68.56,0,15,neutral,too_dark
12.0,32.37,141,18,cold,too_dark
23.0,86.34,728,21,neutral,too_bright
17.22,72.47,19,20,neutral,neutral
27.98,62.89,493,3,hot,too_bright
23.63,64.7,10,20,neutral,too_bright
33.01,39.52,249,18,hot,too_dark
25.22,27.1,173,17,neutral,too_dark
30.07,55.46,330,5,hot,too_bright
18.8,76.51,777,11,cold,too_bright
14.67,60.75,439,21,cold,too_bright
15.76,81.28,65,22,cold,neutral
13.5,73.07,173,2,cold,neutral
25.48,54.71,261,10,hot,too_dark
28.22,70.18,305,14,hot,neutral
